date,amount,description,category,type,payment_method,installments,monthly_payment
2024-10-10,1.0,KFC bucket,Food,expense,debit_card,0,0.0
2024-09-04,1.0,Office lunch,Food,expense,cash,0,0.0
2024-12-16,1.0,Gas station refill,Transportation,expense,debit_card,0,0.0
2024-10-22,14.64,Uber downtown ride,Transportation,expense,credit_card,36,0.41
2024-06-22,8344.26,Bonus payment,Income,income,credit_card,1,8344.26
2024-10-02,1.0,Pharmacy medicine,Health,expense,credit_card,1,1.0
2023-09-17,45.22,Walmart groceries,Shopping,expense,debit_card,0,0.0
2023-02-23,993.12,Bonus payment,Income,income,debit_card,0,0.0
2024-05-14,14.36,Metro card reload,Transportation,expense,debit_card,0,0.0
2024-08-21,1.0,Subway sandwich,Food,expense,debit_card,0,0.0
2023-08-17,1.0,Amazon package,Shopping,expense,credit_card,9,0.11
2023-09-02,1.0,Cable TV package,Utilities,expense,cash,0,0.0
2023-06-18,332.18,Web hosting,Utilities,expense,debit_card,0,0.0
2023-10-18,115.33,Annual domain payment,Utilities,expense,debit_card,0,0.0
2024-01-08,120.35,Panamericana supplies,Shopping,expense,debit_card,0,0.0
2024-09-26,1.0,Andres DC food,Food,expense,debit_card,0,0.0
2024-07-20,118.67,Class materials,Education,expense,credit_card,18,6.59
2024-06-20,1.0,Severance payment,Income,income,cash,0,0.0
2024-06-17,1.0,Monthly salary,Income,income,debit_card,0,0.0
2024-04-28,10.12,Car wash service,Transportation,expense,credit_card,6,1.69
2024-12-09,1.0,Cable TV package,Utilities,expense,debit_card,0,0.0
2024-06-22,37.21,Quick lunch menu,Food,expense,debit_card,0,0.0
2024-03-12,1.0,Subway sandwich,Food,expense,credit_card,24,0.04
2023-06-17,1.0,Car wash service,Transportation,expense,debit_card,0,0.0
2024-07-09,47.97,Quick lunch menu,Food,expense,debit_card,0,0.0
2023-12-12,33.28,Xiaomi phone,Shopping,expense,debit_card,0,0.0
2024-12-13,4.98,Uber airport trip,Transportation,expense,credit_card,6,0.83
2023-11-23,6.05,BestBuy electronics,Shopping,expense,credit_card,3,2.02
2024-03-23,55.05,Adidas running shoes,Shopping,expense,credit_card,36,1.53
2024-05-28,115.75,Gym membership,Health,expense,debit_card,0,0.0
2024-02-08,2.77,Grocery store purchase,Food,expense,cash,0,0.0
2023-02-14,3.29,Aldi grocery,Food,expense,cash,0,0.0
2023-08-29,1.0,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2023-11-01,1.0,Netflix subscription,Entertainment,expense,credit_card,1,1.0
2024-03-22,20.35,Grocery store purchase,Food,expense,cash,0,0.0
2024-03-22,134.93,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2023-07-22,145.15,Cable TV package,Utilities,expense,debit_card,0,0.0
2023-06-28,1.0,H&M hoodie,Shopping,expense,credit_card,1,1.0
2023-08-18,1.0,Bonus payment,Income,income,credit_card,6,0.17
2024-11-09,1.0,DollarStore purchase,Shopping,expense,credit_card,9,0.11
2023-06-16,1.0,Thesis printing,Education,expense,debit_card,0,0.0
2024-05-31,1.0,KFC bucket,Food,expense,credit_card,9,0.11
2023-07-12,38.92,Chicken takeout,Food,expense,debit_card,0,0.0
2024-01-23,66.51,Drugstore purchase,Health,expense,debit_card,0,0.0
2024-03-21,1.0,Water bill,Utilities,expense,credit_card,9,0.11
2024-09-26,1.0,Subway sandwich,Food,expense,debit_card,0,0.0
2023-05-28,14.78,Bus card recharge,Transportation,expense,cash,0,0.0
2023-02-17,58.35,Home internet service,Utilities,expense,credit_card,3,19.45
2023-02-09,18.89,Bus card recharge,Transportation,expense,debit_card,0,0.0
2024-09-13,44.45,Andres DC food,Food,expense,debit_card,0,0.0
2024-01-11,327.42,Zara pants,Shopping,expense,debit_card,0,0.0
2023-08-01,1.0,Juan Valdez coffee,Food,expense,debit_card,0,0.0
2023-10-11,2085.22,Payroll deposit,Income,income,debit_card,0,0.0
2023-10-12,1.0,HBO Max monthly,Entertainment,expense,debit_card,0,0.0
2024-02-02,1.0,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2023-02-02,1.0,Quick lunch menu,Food,expense,debit_card,0,0.0
2023-10-22,1.81,Parking garage fee,Transportation,expense,debit_card,0,0.0
2024-09-06,1.0,Decathlon gear,Shopping,expense,debit_card,0,0.0
2023-05-15,1.0,KFC bucket,Food,expense,credit_card,2,0.5
2023-09-29,1.0,Freelance project,Income,income,debit_card,0,0.0
2023-03-04,6.0,Fresh market fruits,Food,expense,credit_card,2,3.0
2023-07-18,12.28,Office lunch,Food,expense,credit_card,24,0.51
2023-06-29,1.0,Car wash service,Transportation,expense,credit_card,12,0.08
2024-03-20,1.0,Upwork payment,Income,income,debit_card,0,0.0
2024-01-03,1.0,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2024-02-18,1.0,Lift ride,Transportation,expense,debit_card,0,0.0
2023-09-03,1.0,Physiotherapy session,Health,expense,debit_card,0,0.0
2023-05-22,7.24,Riot Games RP,Entertainment,expense,debit_card,0,0.0
2023-09-27,64.29,Xbox Game Pass,Entertainment,expense,cash,0,0.0
2023-04-12,1.0,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2024-11-08,30.42,HBO Max monthly,Entertainment,expense,debit_card,0,0.0
2024-04-22,60.4,Gas bill,Utilities,expense,debit_card,0,0.0
2024-10-14,97.4,Upwork payment,Income,income,credit_card,9,10.82
2023-03-26,1.0,Oma coffee,Food,expense,debit_card,0,0.0
2023-03-25,51.31,Skin care cream,Health,expense,debit_card,0,0.0
2023-09-26,1.0,Decathlon gear,Shopping,expense,credit_card,36,0.03
2024-12-23,15.52,Uber downtown ride,Transportation,expense,debit_card,0,0.0
2023-05-09,52.62,Adidas running shoes,Shopping,expense,credit_card,2,26.31
2024-05-15,3.81,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2023-08-10,145.37,SmartFit membership,Health,expense,credit_card,2,72.69
2024-04-14,18.93,DollarStore purchase,Shopping,expense,credit_card,6,3.15
2024-03-18,1.0,InDriver ride,Transportation,expense,debit_card,0,0.0
2024-04-17,1.0,Cable TV package,Utilities,expense,credit_card,24,0.04
2024-08-22,20.41,Arena event entry,Entertainment,expense,credit_card,3,6.8
2023-01-18,32.85,McDonalds combo,Food,expense,debit_card,0,0.0
2024-04-23,104.19,Lab tests,Health,expense,debit_card,0,0.0
2024-08-22,21.95,Uber airport trip,Transportation,expense,debit_card,0,0.0
2024-12-02,10.93,DoorDash order,Food,expense,debit_card,0,0.0
2024-10-04,1.0,Taxi city center,Transportation,expense,debit_card,0,0.0
2023-05-15,205.65,Vitamin supplements,Health,expense,credit_card,24,8.57
2024-03-03,1.0,Vehicle inspection fee,Transportation,expense,debit_card,0,0.0
2023-08-13,1.0,Bus card recharge,Transportation,expense,debit_card,0,0.0
2023-02-09,22.48,El Corral burger,Food,expense,debit_card,0,0.0
2023-01-08,207.65,Gas bill,Utilities,expense,debit_card,0,0.0
2023-08-23,43.21,Car wash service,Transportation,expense,credit_card,9,4.8
2024-06-06,4155.19,Marketplace item sale,Income,income,debit_card,0,0.0
2023-07-29,1.0,El Corral burger,Food,expense,credit_card,24,0.04
2023-07-14,3.02,Car wash service,Transportation,expense,debit_card,0,0.0
2023-06-05,7.39,Oma coffee,Food,expense,debit_card,0,0.0
2023-01-26,410.16,Engineering textbook,Education,expense,cash,0,0.0
2023-05-23,133.36,Water bill,Utilities,expense,debit_card,0,0.0
2023-10-29,1.0,Riot Games RP,Entertainment,expense,credit_card,36,0.03
2023-05-21,235.76,Decathlon gear,Shopping,expense,credit_card,2,117.88
2024-01-24,1.0,BestBuy electronics,Shopping,expense,cash,0,0.0
2024-09-17,1.0,Walmart groceries,Shopping,expense,debit_card,0,0.0
2024-09-28,1.0,Lift ride,Transportation,expense,debit_card,0,0.0
2023-11-23,234.5,Coursera program,Education,expense,debit_card,0,0.0
2023-04-26,1.42,Drugstore purchase,Health,expense,credit_card,9,0.16
2023-10-13,1.0,Thesis printing,Education,expense,debit_card,0,0.0
2024-07-09,19.07,Chicken takeout,Food,expense,debit_card,0,0.0
2024-11-20,1.0,DollarStore purchase,Shopping,expense,cash,0,0.0
2024-10-07,1.0,Steam game purchase,Entertainment,expense,debit_card,0,0.0
2024-06-11,165.09,Zara pants,Shopping,expense,cash,0,0.0
2024-08-10,1.0,Fresh market fruits,Food,expense,debit_card,0,0.0
2023-01-13,27.81,Rappi delivery,Food,expense,credit_card,24,1.16
2024-06-20,39.45,Juan Valdez coffee,Food,expense,credit_card,9,4.38
2024-06-01,1.0,El Corral burger,Food,expense,credit_card,1,1.0
2023-08-15,37.69,Dominos pizza,Food,expense,credit_card,3,12.56
2024-12-24,2675.9,Bonus payment,Income,income,debit_card,0,0.0
2024-07-01,1.0,HBO Max monthly,Entertainment,expense,cash,0,0.0
2023-12-04,419.04,Panamericana supplies,Shopping,expense,debit_card,0,0.0
2024-11-01,103.25,Fiber internet service,Utilities,expense,credit_card,36,2.87
2023-10-19,1.0,InDriver ride,Transportation,expense,credit_card,9,0.11
2024-08-16,32.95,Web hosting,Utilities,expense,debit_card,0,0.0
2024-06-18,58.04,Amazon Prime Video,Entertainment,expense,credit_card,1,58.04
2023-01-10,1961.53,Severance payment,Income,income,debit_card,0,0.0
2023-03-06,93.08,Web hosting,Utilities,expense,credit_card,9,10.34
2023-02-14,13.17,El Corral burger,Food,expense,credit_card,12,1.1
2024-11-05,1.0,Dominos pizza,Food,expense,credit_card,36,0.03
2024-05-07,11499.31,Marketplace item sale,Income,income,debit_card,0,0.0
2024-04-06,80.16,Concert ticket,Entertainment,expense,cash,0,0.0
2024-06-07,215.54,Fiber internet service,Utilities,expense,credit_card,2,107.77
2023-08-10,19.56,Local bakery breakfast,Food,expense,debit_card,0,0.0
2023-11-04,6442.31,Severance payment,Income,income,credit_card,24,268.43
2024-06-30,26.78,Vitamin supplements,Health,expense,credit_card,36,0.74
2024-08-14,1.0,Tostao coffee,Food,expense,debit_card,0,0.0
2024-12-04,18.6,Andres DC food,Food,expense,debit_card,0,0.0
2023-11-01,2156.41,Marketplace item sale,Income,income,debit_card,0,0.0
2023-03-14,1.0,Bonus payment,Income,income,debit_card,0,0.0
2024-07-16,1.0,Fresh market fruits,Food,expense,credit_card,1,1.0
2023-09-21,14.97,Physiotherapy session,Health,expense,credit_card,9,1.66
2024-12-01,1.0,Course on Udemy,Education,expense,debit_card,0,0.0
2023-10-01,1.0,Water bill,Utilities,expense,credit_card,2,0.5
2023-09-03,1.0,Nike sneakers,Shopping,expense,credit_card,12,0.08
2023-12-12,4.11,Starbucks latte,Food,expense,credit_card,12,0.34
2024-09-01,314.51,Cable TV package,Utilities,expense,cash,0,0.0
2024-06-21,9.95,Qbano sandwich,Food,expense,debit_card,0,0.0
2023-10-04,56.92,Riot Games RP,Entertainment,expense,debit_card,0,0.0
2024-12-17,13.31,Metro card reload,Transportation,expense,debit_card,0,0.0
2023-02-13,47.54,InDriver ride,Transportation,expense,credit_card,12,3.96
2024-07-24,1.0,Chicken takeout,Food,expense,debit_card,0,0.0
2024-08-30,41.68,McDonalds combo,Food,expense,debit_card,0,0.0
2024-05-08,13.37,Taxi city center,Transportation,expense,credit_card,24,0.56
2023-08-02,1.0,Uber downtown ride,Transportation,expense,cash,0,0.0
2024-05-13,182.81,University tuition payment,Education,expense,cash,0,0.0
2023-11-25,32.32,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2023-09-24,1.0,HBO Max monthly,Entertainment,expense,credit_card,3,0.33
2023-04-19,24.37,Metro card reload,Transportation,expense,debit_card,0,0.0
2024-06-25,1.0,Electricity bill,Utilities,expense,cash,0,0.0
2023-10-02,31.03,Dominos pizza,Food,expense,cash,0,0.0
2024-10-29,1.0,Lab tests,Health,expense,credit_card,36,0.03
2023-09-29,1.0,H&M hoodie,Shopping,expense,credit_card,36,0.03
2024-07-19,19.43,Amazon Prime Video,Entertainment,expense,cash,0,0.0
2023-12-28,107.64,DollarStore purchase,Shopping,expense,credit_card,24,4.49
2023-09-26,1.0,Adidas running shoes,Shopping,expense,debit_card,0,0.0
2024-06-17,49.49,Home internet service,Utilities,expense,debit_card,0,0.0
2024-06-01,9.79,H&M hoodie,Shopping,expense,debit_card,0,0.0
2024-12-26,1.0,Subway sandwich,Food,expense,debit_card,0,0.0
2024-05-23,36.41,Fuel tank refill,Transportation,expense,credit_card,2,18.2
2024-12-28,1.0,Home Depot tools,Shopping,expense,credit_card,6,0.17
2024-07-26,1.0,Car wash service,Transportation,expense,credit_card,6,0.17
2024-05-07,11.97,Drugstore purchase,Health,expense,debit_card,0,0.0
2024-10-04,1.0,Drugstore purchase,Health,expense,debit_card,0,0.0
2024-10-29,2.29,Gas station refill,Transportation,expense,debit_card,0,0.0
2023-01-14,129.94,Web hosting,Utilities,expense,debit_card,0,0.0
2024-06-23,1.0,Uber downtown ride,Transportation,expense,credit_card,6,0.17
2024-08-04,3.79,Metro card reload,Transportation,expense,credit_card,3,1.26
2024-03-09,29.91,Subway sandwich,Food,expense,debit_card,0,0.0
2023-09-05,1.0,KFC bucket,Food,expense,debit_card,0,0.0
2024-07-29,1.0,Uber downtown ride,Transportation,expense,credit_card,2,0.5
2024-10-25,1.0,Movie theater tickets,Entertainment,expense,debit_card,0,0.0
2023-04-12,2387.26,Upwork payment,Income,income,credit_card,18,132.63
2024-12-18,16.08,Motorbike maintenance,Transportation,expense,debit_card,0,0.0
2023-03-18,1.0,Office lunch,Food,expense,credit_card,36,0.03
2024-10-03,14.78,Uber downtown ride,Transportation,expense,debit_card,0,0.0
2024-03-21,1.0,DoorDash order,Food,expense,debit_card,0,0.0
2023-03-31,1.0,Burger King deal,Food,expense,cash,0,0.0
2023-02-20,55.74,Xiaomi phone,Shopping,expense,credit_card,36,1.55
2024-11-16,1.0,Water bill,Utilities,expense,debit_card,0,0.0
2024-01-13,1.0,Monthly salary,Income,income,credit_card,6,0.17
2023-12-07,1.0,InDriver ride,Transportation,expense,debit_card,0,0.0
2023-08-24,9.79,Local bakery breakfast,Food,expense,cash,0,0.0
2023-08-12,328.89,Class materials,Education,expense,debit_card,0,0.0
2024-04-10,1.0,Xbox Game Pass,Entertainment,expense,debit_card,0,0.0
2024-02-14,4480.47,Corporate reimbursement,Income,income,credit_card,2,2240.24
2023-09-02,152.6,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2024-08-13,1.0,DoorDash order,Food,expense,debit_card,0,0.0
2024-11-16,97.52,Vitamin supplements,Health,expense,debit_card,0,0.0
2024-01-24,1.0,DollarStore purchase,Shopping,expense,credit_card,36,0.03
2023-03-23,7.89,Tostao coffee,Food,expense,cash,0,0.0
2024-08-15,39.86,Rappi delivery,Food,expense,debit_card,0,0.0
2024-06-06,61.61,University tuition payment,Education,expense,credit_card,9,6.85
2023-12-12,28.24,Fuel tank refill,Transportation,expense,debit_card,0,0.0
2023-12-26,1.0,Corporate reimbursement,Income,income,credit_card,36,0.03
2023-08-24,180.52,Web hosting,Utilities,expense,credit_card,3,60.17
2024-05-24,23.89,Aldi grocery,Food,expense,cash,0,0.0
2023-12-12,1.0,Xbox Game Pass,Entertainment,expense,credit_card,36,0.03
2024-10-13,37.56,Spotify Premium,Entertainment,expense,debit_card,0,0.0
2024-05-10,65.94,Electricity bill,Utilities,expense,debit_card,0,0.0
2023-01-03,1.0,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2023-08-20,1.0,Spotify Premium,Entertainment,expense,debit_card,0,0.0
2023-01-02,1.0,Target shopping,Shopping,expense,debit_card,0,0.0
2023-09-25,1.0,Metro card reload,Transportation,expense,debit_card,0,0.0
2023-03-26,42.48,Office lunch,Food,expense,credit_card,24,1.77
2023-03-11,18.0,Chicken takeout,Food,expense,debit_card,0,0.0
2024-01-12,4.8,Target shopping,Shopping,expense,cash,0,0.0
2023-01-31,1.0,Cable TV package,Utilities,expense,debit_card,0,0.0
2023-04-27,1.0,Water bill,Utilities,expense,debit_card,0,0.0
2023-08-17,35.18,Subway sandwich,Food,expense,debit_card,0,0.0
2023-03-30,1.0,Nike sneakers,Shopping,expense,debit_card,0,0.0
2023-04-03,1.0,Tax refund,Income,income,credit_card,18,0.06
2024-08-27,1.0,Steam game purchase,Entertainment,expense,cash,0,0.0
2024-06-15,4445.77,Bonus payment,Income,income,debit_card,0,0.0
2024-01-28,28.18,Concert ticket,Entertainment,expense,debit_card,0,0.0
2023-06-12,58.11,Physiotherapy session,Health,expense,debit_card,0,0.0
2023-03-31,1.0,Annual domain payment,Utilities,expense,debit_card,0,0.0
2024-05-11,1.0,Amazon Prime Video,Entertainment,expense,credit_card,36,0.03
2023-03-21,1.0,Toll payment,Transportation,expense,credit_card,12,0.08
2024-01-12,31.37,Lift ride,Transportation,expense,debit_card,0,0.0
2024-02-05,109.52,Pharmacy medicine,Health,expense,credit_card,1,109.52
2023-10-23,10.9,Uber airport trip,Transportation,expense,credit_card,36,0.3
2024-09-27,110.83,SmartFit membership,Health,expense,debit_card,0,0.0
2023-10-16,1.0,Bus card recharge,Transportation,expense,debit_card,0,0.0
2023-09-30,38.64,Xbox Game Pass,Entertainment,expense,debit_card,0,0.0
2024-02-02,34.88,Aldi grocery,Food,expense,credit_card,36,0.97
2024-03-22,114.7,Annual domain payment,Utilities,expense,debit_card,0,0.0
2024-01-24,118.58,Nike sneakers,Shopping,expense,debit_card,0,0.0
2023-07-25,2.95,Annual domain payment,Utilities,expense,credit_card,24,0.12
2023-11-02,1.0,Fiber internet service,Utilities,expense,debit_card,0,0.0
2024-12-04,44.92,HBO Max monthly,Entertainment,expense,credit_card,6,7.49
2024-03-29,1.0,Cable TV package,Utilities,expense,credit_card,2,0.5
2024-04-08,1.0,Burger King deal,Food,expense,debit_card,0,0.0
2024-02-20,37.59,Subway sandwich,Food,expense,debit_card,0,0.0
2023-03-01,112.17,Fiber internet service,Utilities,expense,credit_card,36,3.12
2023-07-21,15.32,Qbano sandwich,Food,expense,cash,0,0.0
2023-11-09,46.22,Dentist appointment,Health,expense,credit_card,2,23.11
2023-02-21,1.0,Bonus payment,Income,income,credit_card,24,0.04
2024-11-06,1.0,Skin care cream,Health,expense,credit_card,6,0.17
2024-04-06,1.0,UberEats order,Food,expense,debit_card,0,0.0
2024-04-03,32.72,Netflix subscription,Entertainment,expense,debit_card,0,0.0
2024-03-09,29.49,Toll payment,Transportation,expense,debit_card,0,0.0
2024-05-19,133.3,Home Depot tools,Shopping,expense,debit_card,0,0.0
2023-01-08,4567.57,Monthly salary,Income,income,credit_card,2,2283.78
2024-10-16,5139.25,Payroll deposit,Income,income,debit_card,0,0.0
2023-02-20,1.0,Upwork payment,Income,income,debit_card,0,0.0
2023-01-07,14.65,McDonalds combo,Food,expense,cash,0,0.0
2024-04-21,103.0,DollarStore purchase,Shopping,expense,debit_card,0,0.0
2023-04-01,15.8,Chicken takeout,Food,expense,debit_card,0,0.0
2024-01-14,1.0,Toll payment,Transportation,expense,debit_card,0,0.0
2023-12-22,20.34,Andres DC food,Food,expense,debit_card,0,0.0
2024-03-27,1.0,InDriver ride,Transportation,expense,credit_card,3,0.33
2024-10-05,124.61,H&M hoodie,Shopping,expense,credit_card,1,124.61
2024-11-10,1.0,Adidas running shoes,Shopping,expense,credit_card,9,0.11
2023-01-19,60.72,DoorDash order,Food,expense,credit_card,36,1.69
2023-09-25,116.0,Gas bill,Utilities,expense,credit_card,1,116.0
2024-08-15,101.69,Water bill,Utilities,expense,debit_card,0,0.0
2023-05-30,194.24,University tuition payment,Education,expense,debit_card,0,0.0
2023-07-11,1.0,Gym membership,Health,expense,debit_card,0,0.0
2023-04-01,17.94,Gas station refill,Transportation,expense,debit_card,0,0.0
2024-09-23,8.76,Uber downtown ride,Transportation,expense,debit_card,0,0.0
2023-07-11,1.0,Subway sandwich,Food,expense,debit_card,0,0.0
2023-04-17,1.0,Amazon package,Shopping,expense,credit_card,24,0.04
2024-07-20,4.8,Grocery store purchase,Food,expense,cash,0,0.0
2023-10-02,31.62,Tostao coffee,Food,expense,cash,0,0.0
2024-10-26,47.65,Nike sneakers,Shopping,expense,debit_card,0,0.0
2023-07-09,1.0,Subway sandwich,Food,expense,cash,0,0.0
2024-11-30,32.68,Cable TV package,Utilities,expense,credit_card,3,10.89
2024-04-17,122.61,Adidas running shoes,Shopping,expense,credit_card,3,40.87
2024-06-21,1.0,D1 grocery,Food,expense,credit_card,2,0.5
2023-11-02,1.0,Steam game purchase,Entertainment,expense,credit_card,6,0.17
2023-07-30,3.9,Andres DC food,Food,expense,credit_card,9,0.43
2024-10-23,6.48,Bus card recharge,Transportation,expense,debit_card,0,0.0
2024-04-01,139.49,Amazon package,Shopping,expense,debit_card,0,0.0
2023-01-02,34.09,Dominos pizza,Food,expense,credit_card,18,1.89
2023-12-26,1.0,Parking garage fee,Transportation,expense,credit_card,1,1.0
2023-09-08,121.8,Drugstore purchase,Health,expense,credit_card,3,40.6
2023-07-30,6970.19,Payroll deposit,Income,income,credit_card,24,290.42
2023-03-10,1.0,Academic seminar,Education,expense,credit_card,12,0.08
2024-07-06,1.0,Metro card reload,Transportation,expense,debit_card,0,0.0
2023-04-29,1.0,Medical consultation,Health,expense,debit_card,0,0.0
2023-03-30,26.75,Xbox Game Pass,Entertainment,expense,credit_card,1,26.75
2023-01-22,1.0,Fuel tank refill,Transportation,expense,cash,0,0.0
2024-03-23,199.15,Panamericana supplies,Shopping,expense,credit_card,18,11.06
2024-09-03,1.0,Rappi delivery,Food,expense,credit_card,6,0.17
2024-01-28,83.4,Decathlon gear,Shopping,expense,debit_card,0,0.0
2023-02-23,135.69,Panamericana supplies,Shopping,expense,debit_card,0,0.0
2023-05-17,7.08,DoorDash order,Food,expense,debit_card,0,0.0
2023-10-17,3.81,Starbucks latte,Food,expense,debit_card,0,0.0
2024-02-19,2.81,Parking garage fee,Transportation,expense,debit_card,0,0.0
2023-08-23,10882.57,Bonus payment,Income,income,credit_card,18,604.59
2024-03-29,1.0,Oma coffee,Food,expense,debit_card,0,0.0
2024-08-31,1.0,Disney Plus subscription,Entertainment,expense,credit_card,1,1.0
2023-08-05,1.0,Bus card recharge,Transportation,expense,debit_card,0,0.0
2024-02-03,1.0,Amazon package,Shopping,expense,credit_card,6,0.17
2023-01-18,1.0,Medical consultation,Health,expense,cash,0,0.0
2023-09-06,30.85,Lab tests,Health,expense,credit_card,24,1.29
2023-04-14,5180.94,Bonus payment,Income,income,debit_card,0,0.0
2023-06-23,6927.9,Upwork payment,Income,income,credit_card,12,577.32
2023-05-24,37.65,Fresh market fruits,Food,expense,debit_card,0,0.0
2024-08-08,1.0,Annual domain payment,Utilities,expense,debit_card,0,0.0
2025-01-01,1.0,Electricity bill,Utilities,expense,debit_card,0,0.0
2023-06-29,243.66,Electricity bill,Utilities,expense,credit_card,6,40.61
2024-02-16,15.76,Gym membership,Health,expense,credit_card,24,0.66
2024-01-29,28.89,Netflix subscription,Entertainment,expense,credit_card,24,1.2
2024-07-30,33.11,Duolingo Plus subscription,Education,expense,credit_card,18,1.84
2024-11-15,464.81,Zara pants,Shopping,expense,debit_card,0,0.0
2024-05-15,182.44,Tax refund,Income,income,debit_card,0,0.0
2023-08-09,1201.08,Upwork payment,Income,income,credit_card,12,100.09
2024-02-06,1.0,Academic seminar,Education,expense,credit_card,18,0.06
2023-08-03,1.0,Dominos pizza,Food,expense,debit_card,0,0.0
2024-05-24,1.0,Xbox Game Pass,Entertainment,expense,debit_card,0,0.0
2023-04-08,8.53,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2024-04-20,17.55,InDriver ride,Transportation,expense,cash,0,0.0
2023-11-17,1.0,Corporate reimbursement,Income,income,credit_card,2,0.5
2023-12-21,99.0,Home internet service,Utilities,expense,credit_card,3,33.0
2023-03-24,4.44,Fresh market fruits,Food,expense,credit_card,2,2.22
2023-06-20,2.15,Local bakery breakfast,Food,expense,debit_card,0,0.0
2023-05-08,1.0,Payroll deposit,Income,income,credit_card,1,1.0
2023-08-16,141.32,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2024-03-21,38.94,Gas bill,Utilities,expense,debit_card,0,0.0
2024-02-01,58.11,Decathlon gear,Shopping,expense,debit_card,0,0.0
2023-01-20,46.94,Decathlon gear,Shopping,expense,debit_card,0,0.0
2024-02-10,158.16,BestBuy electronics,Shopping,expense,debit_card,0,0.0
2023-03-06,1.0,Payroll deposit,Income,income,credit_card,24,0.04
2024-05-04,44.16,Office lunch,Food,expense,credit_card,12,3.68
2023-11-24,107.91,Web hosting,Utilities,expense,credit_card,24,4.5
2024-10-29,30.05,Concert ticket,Entertainment,expense,credit_card,18,1.67
2024-01-29,31.76,Quick lunch menu,Food,expense,debit_card,0,0.0
2023-03-19,19.28,Starbucks latte,Food,expense,credit_card,36,0.54
2024-09-18,103.77,Home Depot tools,Shopping,expense,credit_card,1,103.77
2023-12-25,48.05,D1 grocery,Food,expense,cash,0,0.0
2023-06-03,26.85,Lift ride,Transportation,expense,debit_card,0,0.0
2023-01-31,1.0,Metro card reload,Transportation,expense,credit_card,2,0.5
2023-10-08,1.0,Parking garage fee,Transportation,expense,credit_card,36,0.03
2023-01-11,1.0,Grocery store purchase,Food,expense,debit_card,0,0.0
2023-08-14,12.36,Electricity bill,Utilities,expense,credit_card,2,6.18
2024-11-03,57.26,Office lunch,Food,expense,debit_card,0,0.0
2023-12-10,28.26,Uber airport trip,Transportation,expense,credit_card,1,28.26
2024-07-26,287.34,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2024-06-15,33.64,Physiotherapy session,Health,expense,debit_card,0,0.0
2024-01-15,1.0,Vehicle inspection fee,Transportation,expense,credit_card,2,0.5
2024-03-16,1.01,KFC bucket,Food,expense,credit_card,18,0.06
2023-07-09,22.94,Chicken takeout,Food,expense,cash,0,0.0
2023-01-03,189.13,Course on Udemy,Education,expense,debit_card,0,0.0
2024-09-17,1759.27,Payroll deposit,Income,income,debit_card,0,0.0
2023-11-06,3471.53,Monthly salary,Income,income,debit_card,0,0.0
2024-11-26,1.0,Riot Games RP,Entertainment,expense,debit_card,0,0.0
2023-11-10,1.0,Vitamin supplements,Health,expense,credit_card,2,0.5
2024-03-20,26.0,Medical consultation,Health,expense,credit_card,6,4.33
2024-07-03,177.44,Home Depot tools,Shopping,expense,credit_card,1,177.44
2024-09-08,1.0,Office lunch,Food,expense,debit_card,0,0.0
2023-05-02,164.16,Decathlon gear,Shopping,expense,credit_card,36,4.56
2024-09-04,18.03,El Corral burger,Food,expense,debit_card,0,0.0
2024-06-27,1.0,Corporate reimbursement,Income,income,debit_card,0,0.0
2024-01-25,1.0,Payroll deposit,Income,income,debit_card,0,0.0
2024-09-18,51.65,BestBuy electronics,Shopping,expense,credit_card,6,8.61
2023-09-30,24.34,University tuition payment,Education,expense,cash,0,0.0
2023-02-21,231.35,Decathlon gear,Shopping,expense,debit_card,0,0.0
2024-01-15,1.0,Vehicle inspection fee,Transportation,expense,credit_card,24,0.04
2023-01-01,1.0,Tostao coffee,Food,expense,debit_card,0,0.0
2024-10-11,37.18,Grocery store purchase,Food,expense,credit_card,3,12.39
2024-10-23,1.08,InDriver ride,Transportation,expense,credit_card,2,0.54
2023-12-23,1.0,Bluetooth earphones,Shopping,expense,debit_card,0,0.0
2024-08-13,104.12,HBO Max monthly,Entertainment,expense,credit_card,3,34.71
2023-08-16,24.81,Motorbike maintenance,Transportation,expense,credit_card,18,1.38
2024-10-09,1.0,Marketplace item sale,Income,income,debit_card,0,0.0
2024-05-23,37.35,Concert ticket,Entertainment,expense,debit_card,0,0.0
2023-04-07,1.0,Tostao coffee,Food,expense,debit_card,0,0.0
2023-12-14,4.65,Thesis printing,Education,expense,credit_card,18,0.26
2023-01-02,1.0,Pharmacy medicine,Health,expense,debit_card,0,0.0
